INPUT_TABLE
Variable ID
GLIMPSEPFStdTechUpBoundP1

region,sector,subsector,tech,year,policy-name
Central America and Caribbean,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central America and Caribbean,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central America and Caribbean,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central America and Caribbean,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central America and Caribbean,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
China,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
China,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
China,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
China,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
China,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
China,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Colombia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Colombia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Colombia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Colombia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Colombia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Colombia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-12,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-12,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-12,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-12,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-12,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-12,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-15,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-15,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-15,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-15,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-15,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-15,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Ukraine,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Ukraine,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Ukraine,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Ukraine,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Ukraine,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Ukraine,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Europe_Non_EU,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Europe_Non_EU,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Europe_Non_EU,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Europe_Non_EU,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Europe_Non_EU,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Europe_Non_EU,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
European Free Trade Association,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
European Free Trade Association,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
European Free Trade Association,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
European Free Trade Association,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
European Free Trade Association,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
European Free Trade Association,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
India,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Indonesia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Indonesia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Indonesia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Indonesia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Indonesia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Indonesia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Japan,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Japan,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Japan,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Japan,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Japan,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Japan,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Mexico,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Mexico,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Mexico,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Mexico,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Mexico,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Mexico,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Middle East,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Middle East,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Middle East,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Middle East,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Middle East,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Middle East,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Pakistan,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Pakistan,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Pakistan,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Pakistan,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Pakistan,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Pakistan,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Russia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Russia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Russia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Russia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Russia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Russia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South Africa,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South Africa,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South Africa,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South Africa,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South Africa,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South Africa,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Northern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Northern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Northern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Northern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Northern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Northern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Southern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Southern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Southern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Southern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Southern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Southern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Southeast Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Southeast Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Southeast Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Southeast Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Southeast Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Southeast Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Taiwan,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Taiwan,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Taiwan,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Taiwan,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Taiwan,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Taiwan,elec_coal (conv pul),coal (conv pul),coal (conv pul) (seawater),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
USA,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
USA,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
USA,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
USA,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
USA,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
USA,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Eastern,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Eastern,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Eastern,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Eastern,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Eastern,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Eastern,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Northern,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Northern,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Northern,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Northern,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Northern,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Northern,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Southern,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Southern,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Southern,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Southern,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Southern,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Southern,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Western,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Western,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Western,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Western,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Western,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Africa_Western,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Australia_NZ,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Australia_NZ,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Australia_NZ,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Australia_NZ,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Australia_NZ,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Australia_NZ,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Argentina,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Argentina,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Argentina,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Argentina,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Argentina,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Argentina,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Brazil,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Brazil,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Brazil,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Brazil,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Brazil,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Brazil,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Canada,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Canada,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Canada,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Canada,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Canada,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Canada,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central America and Caribbean,elec_coal (IGCC),coal (IGCC),coal (IGCC) (dry cooling),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
