INPUT_TABLE
Variable ID
GLIMPSEPFStdTechUpBoundP1

region,sector,subsector,tech,year,policy-name
Argentina,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Argentina,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Brazil,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Brazil,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Brazil,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Brazil,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Brazil,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Brazil,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Canada,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Canada,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Canada,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Canada,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Canada,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Canada,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central America and Caribbean,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central America and Caribbean,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central America and Caribbean,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central America and Caribbean,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central America and Caribbean,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central America and Caribbean,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Central Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
China,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
China,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
China,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
China,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
China,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
China,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Colombia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Colombia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Colombia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Colombia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Colombia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Colombia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-12,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-12,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-12,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-12,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-12,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-12,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-15,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-15,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
EU-15,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
