########## Scenario Component Metadata ##########
#Scenario component type: Tech Bound
#Sector: All
#Technologies: elect_td_bld : rooftop_pv=>rooftop_pv : rooftop_pv : EJ;
#Constraint: Lower
#Treatment: Across Selected Regions
#Policy name: Lo_All_Tech_Reg2
#Market name: Lo_All_Tech_Reg_Mkt2
#Regions: AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,USA
#Table data:2025 , 1.55
#Table data:2030 , 2.01
#Table data:2035 , 2.52
#Table data:2040 , 3.03
#Table data:2045 , 3.44
#Table data:2050 , 3.79
#################################################
INPUT_TABLE
Variable ID
GLIMPSEPFStdTechLoBoundP1-Nest

region,sector,nested-subsector,subsector,tech,year,policy-name
NC,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
NC,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
NC,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
NC,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
NC,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
NC,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
ND,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
ND,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
ND,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
ND,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
ND,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
ND,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
ND,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
ND,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
ND,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
NE,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
NE,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
NE,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
NE,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
NE,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
NE,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
NE,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
NE,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
NE,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
NH,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
NH,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
NH,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
NH,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
NH,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
NH,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
NH,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
NH,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
NH,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
NJ,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
NJ,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
NJ,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
NJ,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
NJ,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
NJ,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
NJ,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
NJ,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
NJ,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
NM,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
NM,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
NM,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
NM,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
NM,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
NM,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
NM,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
NM,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
NM,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
NV,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
NV,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
NV,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
NV,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
NV,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
NV,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
NV,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
NV,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
NV,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
NY,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
NY,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
NY,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
NY,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
NY,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
NY,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
NY,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
NY,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
NY,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
OH,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
OH,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
OH,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
OH,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
OH,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
OH,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
OH,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
OH,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
OH,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
OK,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
OK,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
OK,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
OK,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
OK,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
OK,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
OK,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
OK,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
OK,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
OR,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
OR,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
OR,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
OR,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
OR,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
OR,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
OR,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
OR,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
OR,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
PA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
PA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
PA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
PA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
PA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
PA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
PA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
PA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
PA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
RI,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
RI,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
RI,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
RI,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
RI,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
RI,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
RI,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
RI,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
RI,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
SC,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
SC,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
SC,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
SC,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
SC,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
SC,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
SC,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
SC,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
SC,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
SD,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
SD,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
SD,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
SD,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
SD,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
SD,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
SD,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
SD,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
SD,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
TN,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
TN,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
TN,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
TN,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
TN,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
TN,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
TN,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
TN,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
TN,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
TX,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
TX,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
TX,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
TX,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
TX,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
TX,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
TX,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
TX,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
TX,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
UT,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
UT,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
UT,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
UT,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
UT,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
UT,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
UT,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
UT,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
UT,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
VA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
VA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
VA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
VA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
VA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
VA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
VA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
VA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
VA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
VT,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
VT,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
VT,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
VT,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
VT,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
VT,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
VT,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
VT,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
VT,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
WA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
WA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
WA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
WA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
WA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
WA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
WA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
WA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
WA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
WI,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
WI,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
WI,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
WI,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
WI,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
WI,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
WI,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
WI,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
WI,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
WV,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
WV,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
WV,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
WV,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
WV,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
WV,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
WV,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
WV,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
WV,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
WY,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
WY,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
WY,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
WY,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
WY,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
WY,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
WY,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
WY,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
WY,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2
USA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2010,Lo_All_Tech_Reg2
USA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2015,Lo_All_Tech_Reg2
USA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2020,Lo_All_Tech_Reg2
USA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2025,Lo_All_Tech_Reg2
USA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2030,Lo_All_Tech_Reg2
USA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2035,Lo_All_Tech_Reg2
USA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2040,Lo_All_Tech_Reg2
USA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2045,Lo_All_Tech_Reg2
USA,elect_td_bld,rooftop_pv,rooftop_pv,rooftop_pv,2050,Lo_All_Tech_Reg2

INPUT_TABLE
Variable ID
GLIMPSEPFStdTechLoBoundP2

region,policy-name,market,type,constraint-yr,constraint-val
AK,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2025,1.55
AK,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2030,2.01
AK,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2035,2.52
AK,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2040,3.03
AK,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2045,3.44
AK,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2050,3.79
AL,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2025,1.55
AL,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2030,2.01
AL,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2035,2.52
AL,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2040,3.03
AL,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2045,3.44
AL,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2050,3.79
AR,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2025,1.55
AR,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2030,2.01
AR,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2035,2.52
AR,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2040,3.03
AR,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2045,3.44
AR,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2050,3.79
AZ,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2025,1.55
AZ,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2030,2.01
AZ,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2035,2.52
AZ,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2040,3.03
AZ,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2045,3.44
AZ,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2050,3.79
CA,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2025,1.55
CA,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2030,2.01
CA,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2035,2.52
CA,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2040,3.03
CA,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2045,3.44
CA,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2050,3.79
CO,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2025,1.55
CO,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2030,2.01
CO,Lo_All_Tech_Reg2,Lo_All_Tech_Reg_Mkt2,subsidy,2035,2.52
